"date_published","title","guid","provider"
"2019-05-29 09:03:30.361232+00","LEARNING STYLE SEBAGAI UPAYA PENINGKATAN PRESTASI BELAJAR","ax9kd","Open Science Framework"
"2019-05-29 12:16:37.171821+00","Mindfulness in Politics and Public Policy","fmg8x","MindRxiv"
"2019-05-29 12:22:28.796839+00","Functional Iron Oxide (Fe2O3) Nanoparticles Based Gas Sensor Operating at High Temperature","s9ykg","ECSarXiv"
"2019-05-29 12:40:55.521453+00","A New Basic Correlation Measurement for Stereo Matching","jqux2","Open Science Framework"
"2019-05-29 12:57:39.809137+00","Vegetation High-Impedance Faults' High-Frequency Signatures via Sparse Coding","za2p9","engrXiv"
"2019-05-29 13:05:48.053235+00","Administrasi Kurikulum","htnp2","INA-Rxiv"
"2019-05-29 22:17:15.655789+00","Mengikuti Kolokium atau Menerbitkan Jurnal?","2u3pt","INA-Rxiv"
"2019-05-29 14:20:58.972215+00","MUHAMMADIYAH DAN PENDIDIKAN DI INDONESIA","y9gdf","INA-Rxiv"
"2019-05-29 14:29:54.86003+00","PENDIDIKAN SEBAGAI MEDIA PENANAMAN NILAI MULTIKULTURAL : Studi penerapan pendidikan multikultural di SDEK Mangunan Yogyakarta","cepzb","INA-Rxiv"
"2019-05-29 14:41:17.358381+00","REVITALISASI PENDIDIKAN AL-ISLAM DAN KEMUHAMMADIYAHAN PADA PERGURUAN MUHAMMADIYAH","yk3qv","Open Science Framework"
"2019-05-29 13:52:17.449948+00","Measurement of the Vertical Spatial Metaphor of Power Concepts Using the Implicit Relational Assessment Procedure","5n3fq","Open Science Framework"
"2019-05-29 23:36:05.684428+00","Economic Development Paper","qe8wu","INA-Rxiv"
"2019-05-29 17:19:27.997191+00","Cross-language activation and executive control modulate within-language ambiguity resolution: Evidence from eye movements","f4ma6","Open Science Framework"
"2019-05-17 17:47:11.084024+00","Human Societies first Grow, then Improve their Information Processing, then Grow Some More","ejfbm","SocArXiv"
"2019-05-29 08:59:06.445866+00","Penelitian Kamu Pacar atau Budak pada Kalangan Mahasiswa Atma Jaya","keupw","PsyArXiv"
"2019-05-29 22:15:04.08874+00","The Quotable Lisa Randall","pgq4d","Open Science Framework"
"2019-05-30 00:11:24.962657+00","Mindfulness-based therapy regulates brain connectivity in major depression","ctkwq","MindRxiv"
"2019-05-30 03:09:58.207115+00","economic development","h3q2r","INA-Rxiv"
"2019-05-30 05:30:06.297238+00","Supervisi Akademik Dalam Upaya Meningkatkan Motivasi Guru Menyusun Perangkat Persiapan Pembelajaran Untuk Pengembangan Profesionalitas Guru","7vxun","INA-Rxiv"
"2019-05-30 06:20:48.858835+00","Tugas Akhir Artikel Administrasi Kurikulum","khu6f","INA-Rxiv"
"2019-05-29 19:25:30.485337+00","Effectiveness of psychological interventions to improve emotion regulation in youth - a meta-analysis","3yxcp","PsyArXiv"
"2019-05-30 02:32:28.424916+00","The Semantic Librarian: A Search Engine Built from Vector-Space Models of Semantics","svmtd","PsyArXiv"
"2019-05-30 03:02:26.823828+00","Using Genetic Algorithms to Abbreviate the Mindfulness Inventory for Sport: A Substantive-Methodological Synthesis","ykqbp","PsyArXiv"
"2019-05-29 15:54:57.08787+00","The basic trait of Antagonism: An unfortunately underappreciated construct","tgyq6","PsyArXiv"
"2019-05-29 11:53:24.380324+00","Mechanisms of Human intelligence — From RNA and Synapse to Broadband","7w63s","PsyArXiv"
"2019-05-29 09:21:23.707564+00","The effects of transcranial direct current stimulation on within- and cross-paradigm transfer following multi-session backward recall training","3bf6x","PsyArXiv"
"2019-05-29 08:53:47.438652+00","MEMAHAMI GANGGUAN KECEMASAN DALAM DIRI REMAJA","qr9ds","PsyArXiv"
"2019-05-29 13:58:36.529587+00","Advancing the Network Theory of Mental Disorders:  A Computational Model of Panic Disorder","km37w","PsyArXiv"
"2019-05-29 15:51:30.163006+00","Tailoring Narration for Distinct Audiences in Emerging Adulthood","bdgyw","PsyArXiv"
"2019-05-29 11:17:31.364676+00","Beauty is not always in the eye of the beholder: the role of vision in the emergence of mate preferences","nt3xj","PsyArXiv"
"2019-05-30 14:48:27.731756+00","Past and projected weather pattern persistence with associated multi-hazards in the British Isles","ghuzv","EarthArXiv"
"2019-05-30 10:21:14.916286+00","The role of Bayes factors in testing interactions","qjrg4","PsyArXiv"
"2019-05-30 07:44:57.312908+00","Combination Clustering: Evidence Accumulation Clustering for Dubious Feature Sets","epb6t","Open Science Framework"
"2019-05-30 08:31:26.56682+00","On the restraint mechanism between the earth and moon","2cmua","Open Science Framework"
"2019-05-30 18:23:15.869753+00","Chalk, talk, and energy efficiency: Saving electricity at South African schools through staff training and smart meter data visualisation","v6ams","engrXiv"
"2019-05-30 09:32:19.914619+00","Timbulan Sampah Anorganik di Beberapa Ruang Publik di Kota Tentena","5x8fr","INA-Rxiv"
"2019-05-30 09:32:34.672371+00","Coffee, Cup, and Context: Schema Incongruity Effects on Liking for Coffee","sfn45","PsyArXiv"
"2019-05-30 14:50:35.082907+00","How erosive are submarine landslides?","cpx9e","EarthArXiv"
"2019-05-30 10:53:11.984713+00","The ‘human elements’ in computing : an encryption fiasco at The Intercept","qpjzc","Open Science Framework"
"2019-05-30 11:46:23.4869+00","Brokers, clients and elite political networks in Mexico","vb5gx","SocArXiv"
"2019-05-30 14:47:54.375505+00","Creep on seismogenic faults: Insights from analogue earthquake experiments","24u5h","EarthArXiv"
"2019-05-30 14:48:47.160292+00","A shallow earthquake swarm close to hydrocarbon activities: discriminating between natural and induced causes for the 2018–19 Surrey, UK earthquake sequence","b2ypu","EarthArXiv"
"2019-05-30 13:53:53.43696+00","Administrasi pendidik dan tenaga kependidikan. ZaidHusein","j76e5","INA-Rxiv"
"2019-05-30 14:38:15.886808+00","A constant Chinese Loess Plateau dust source since the Late Miocene","ux82d","EarthArXiv"
"2019-05-30 14:38:37.640823+00","Implicitly localized ensemble observational update to cope with nonlocal/nonlinear data constraints in large-size inverse problems","7mcwz","EarthArXiv"
"2019-05-30 14:38:57.439176+00","Lake Level Fluctuations in the Northern Great Basin for the Last 25,000 years","6as7t","EarthArXiv"
"2019-05-30 14:39:54.095171+00","A Stella® version of the Arctic Mediterranean Double Estuarine Circulation model: SAMDEC v1.0","tqvnk","EarthArXiv"
"2019-05-30 14:44:53.3886+00","Frequent satellite observations of leaf area index will improve empirical estimation of grain yield","u7zpr","EarthArXiv"
"2019-05-30 14:44:30.885331+00","Gondwana accretion tectonics and implications for the geodynamic evolution of eastern Arabia: first structural evidence of the existence of the Cadomian Orogen in Oman (Jabal Akhdar Dome, Central Oman Mountains)","vwy2u","EarthArXiv"
"2019-05-30 14:47:29.43126+00","Slab Rollback Orogeny model for the evolution of the Central Alps: Seismo-Thermo-Mechanical test","2fwhj","EarthArXiv"
"2019-05-30 14:50:57.339549+00","Chương trình máy tính Việt bayesvl chính thức xuất bản trên CRAN","ef9jp","Open Science Framework"
"2019-05-30 14:57:21.552591+00","Comments on, Scaled Random Number Simulation of High Correlation Coeffieients for Gasoline Range Compound Concentrations (unpublished results), disclosed in EarthArXiv, 5 April, 2019, by Lloyd R. Snowdon.","9c6us","EarthArXiv"
"2019-05-30 15:35:34.295185+00","Breaking the vise of hopelessness:  Targeting its components, antecedents, and context","ryvwu","Open Science Framework"
"2019-05-30 15:58:05.790273+00","How a rational organization responds to an increasingly mediatized world","qdzkc","Open Science Framework"
"2019-05-30 16:19:39.530577+00","Crud (Re)defined","96dpy","PsyArXiv"
"2019-05-30 16:45:02.301851+00","On a Quest for Cultural Change - Surveying Research Data Management Practices at Delft University of Technology","mq23t","Open Science Framework"
"2019-05-30 14:37:29.306581+00","Single-Column Emulation of Reanalysis of the Northeast Pacific Marine Boundary Layer","3bfps","EarthArXiv"
"2019-05-30 14:39:25.281024+00","Teleseisms and Microseisms on an Ocean-Bottom Distributed Acoustic Sensing Array","kg7q4","EarthArXiv"
"2019-05-30 17:44:07.535292+00","Restorasi Sosial Untuk Indonesia Maju dan Bermartabat","mwsrz","INA-Rxiv"
"2019-05-06 15:45:45.450938+00","Cross-domain Visual Exploration of Academic Corpora via the Latent Meaning of User-authored Keywords","h29qv","Open Science Framework"
"2019-05-30 16:31:28.481739+00","Social inequality, health behaviour determinants and health behaviour: A Systematic Review","te9uz","PsyArXiv"
"2019-05-30 09:56:56.562452+00","Measuring Psychological Need States in Sport: Theoretical Considerations and a New Measure","f8gzy","PsyArXiv"
"2019-05-30 16:50:27.933683+00","A systematic review on the influence of avatar appearance on health-related outcomes","j3675","PsyArXiv"
"2019-05-30 17:48:11.365453+00","'Is there a connection between quantity and quality' in a scientific article?","kfwxd","Open Science Framework"
"2019-05-30 09:38:58.325229+00","Mind control at distance of an electronic device:  a proof-of-concept preregistered study","s7uad","PsyArXiv"
"2019-05-30 14:48:12.059192+00","Concurrent wet and dry hydrological extremes at the global scale","bn9ph","EarthArXiv"
"2019-05-21 17:37:12.869856+00","Finite Virtual Particles, maximum acceleration and maximum gravity","w6kx3","Open Science Framework"
"2019-05-30 18:25:03.556443+00","A BioHackathon on the challenges of aging: Rapid need-finding and solution modeling in a student-led event","u3fnb","engrXiv"
"2019-05-30 18:27:36.952554+00","Nonlinear numerical simulation of punching shear behaviour of reinforced concrete flat slabs with shear-heads","f28zk","engrXiv"
"2019-05-23 14:23:03.725402+00","Yoga in Rheumatic Diseases","yvbpg","MindRxiv"
"2019-05-30 18:25:43.534022+00","Results from a water-saving maintenance campaign at Cape Town schools in the run-up to Day Zero","45cf9","engrXiv"
"2019-05-31 09:14:17.837566+00","Deaths and Disappearances in the Pinochet Regime: A New Dataset","vqnwu","SocArXiv"
"2019-05-30 21:51:51.616158+00","Humanity is Not Prepared to Colonize Mars","gaesv","SocArXiv"
"2019-05-30 21:55:59.437541+00","The Yellow Vests Movement - a case of long transient dynamics?","tpyux","SocArXiv"
"2019-05-30 22:12:20.185531+00","The State of the Art in Visualizing Multivariate Networks","upbm2","Open Science Framework"
"2019-05-30 22:29:21.762563+00","Beyond Intermediary Liability: The Future of Information Platforms [Yale Law School Workshop Report]","kdj2y","LawArXiv"
"2019-05-30 22:38:48.442179+00","Intermediary Liability and Private Speech Regulation: A Transatlantic Dialogue [Wikimedia/Yale Law School Workshop Report]","9yg3r","LawArXiv"
"2019-05-30 22:48:33.122211+00","SSRN and open access for non-institutional scholars","dq57y","LawArXiv"
"2019-05-30 23:02:40.651916+00","How curiosity enhances hippocampus-dependent memory","5v6nm","Open Science Framework"
"2019-05-30 23:04:44.23176+00","Kurikulum 2013 dan Masa Depan Pendidikan Agama Islam di Indonesia","4j6ur","Open Science Framework"
"2019-05-30 23:39:10.805473+00","The Designing of Measurement Instrument for Information Technology Risk Assessment as a Risk Management Strategy Recommendation at SBUPE Bandung","7zw5g","Open Science Framework"
"2019-05-31 01:25:14.386241+00","Weapons Of The Strong: Elite Resistance And The Neo-Apartheid City","g5y3b","SocArXiv"
"2019-05-31 02:23:19.455435+00","PENAMBAHAN KAPASITAS BANDAR UDARA MARINDA KABUPATEN RAJA AMPAT","z9js3","INA-Rxiv"
"2019-05-31 05:24:01.745697+00","Economic development task","ue932","INA-Rxiv"
"2019-05-31 05:33:12.638839+00","Economic development","npfq4","INA-Rxiv"
"2019-05-31 09:34:14.434569+00","O indivíduo de vida híbrida: uma análise das configurações de empreendedorismo acadêmico e dos modos de produção, difusão e comercialização do conhecimento","g6ukw","SocArXiv"
"2019-05-31 09:47:58.674738+00","Economic development","jfegz","INA-Rxiv"
"2019-05-31 11:14:39.938818+00","PAPER Economics Developement","4dspr","Open Science Framework"
"2019-05-31 12:05:40.538749+00","Strategi Meningkatkan Minat  Beli  Masyarakat  Terhadap Produk Hijau Sektor Fast Moving Consumer Goods Melalui Persepsi Nilai, Risiko Dan Tingkat Kepercayaan","k2n4d","INA-Rxiv"
"2019-05-31 12:09:17.012713+00","Tingkat Persepsi Nilai, Risiko  Dan Preferensi Masyarakat Banjarmasin  Terhadap Produk Hijau Berdasarkan Demografis","de2ch","INA-Rxiv"
"2019-05-31 12:22:15.167068+00","Green Economy Workshop : Mempersiapkan Wirausaha Muda Yang Berwawasan Lingkungan Di SMKN 3 Banjarmasin","p5w6j","INA-Rxiv"
"2019-05-31 12:22:16.248343+00","Instructional Comparison Research","ybeup","Open Science Framework"
"2019-05-31 11:02:47.54207+00","The Co-development of Extraversion and Friendships: Bonding and Behavioral Mechanisms in Friendship Networks","nu8pa","PsyArXiv"
"2019-05-31 07:13:25.79294+00","The Influence of Personality Traits among Ordinary, Problematic and Addicted Facebook Users. A Study on University Students in India.","kymsq","PsyArXiv"
"2019-05-31 03:22:05.320575+00","神経心理学誌における統計解析方法の実態と理論的検討：推測の意味を考える","n4uc5","PsyArXiv"
"2019-05-31 03:13:41.864573+00","Quantitative evaluation of position sense in patients with parietal lesion","3mkte","PsyArXiv"
"2019-05-30 21:31:56.89061+00","Training typicality and set size effects on concept generalization and recognition","7g2q5","PsyArXiv"
"2019-05-30 21:17:12.682078+00","Tone slips in Cantonese: Evidence for early phonological encoding","23wx8","PsyArXiv"
"2019-05-31 01:21:12.95302+00","Akselerasi Mencapai Open Defecation Free  (Studi Kasus di Desa Kaliasri, Kalipare, Malang)","za8c7","INA-Rxiv"
"2019-05-14 21:04:14.874913+00","The metric tensor pullback","puhzw","Open Science Framework"
"2019-05-31 09:15:46.945107+00","Can Exposure to Celebrities Reduce Prejudice? The Effect of Mohamed Salah on Islamophobic Behaviors and Attitudes","eq8ca","SocArXiv"
"2019-05-30 18:44:48.687146+00","CONSIDERAÇÕES EPISTEMOLÓGICAS SOBRE A INCORPORAÇÃO DO PRAGMATISMO CLÁSSICO NOS ESTUDOS DA INFORMAÇÃO","ftzhp","LIS Scholarship Archive"
"2019-05-31 12:27:22.492963+00","No evidence for any effect of multiple sessions of frontal transcranial direct stimulation on mood in healthy older adults","gbyan","Open Science Framework"
"2019-05-31 13:49:46.698627+00","CCLEO: The Effect of Gender, Subjective Social Status and Big Five Personality Traits on Achievement and Attendance in a Lecture-Based Undergraduate Psychology Module","ea3z8","Thesis Commons"
"2019-05-31 15:58:56.90575+00","The glacial express","arv8m","EarthArXiv"
"2019-05-31 14:04:23.812742+00","MORAL SI PENERUS BANGSA","fep97","INA-Rxiv"
"2019-05-31 14:32:33.713034+00","BUKU AJAR ANATOMI &amp; FISIOLOGI untuk Mahasiswa Kesehatan","fq93m","INA-Rxiv"
"2019-05-31 15:56:25.809975+00","Marine biomarkers from ice cores reveal enhanced high-latitude Southern Ocean carbon sink during the Antarctic Cold Reversal","64mve","EarthArXiv"
"2019-05-31 15:56:42.076282+00","The 2007 Caldera Collapse of Piton de la Fournaise Volcano: Source Process from Very-Long-Period Seismic Signals","p29s5","EarthArXiv"
"2019-05-31 15:59:23.414169+00","Glacier area and the variability of glacier change","y2vs6","EarthArXiv"
"2019-05-31 16:10:55.72668+00","Analisis Pendapatan Usaha Tani Kakao Di Desa Soe Kecamatan Pamona Puselemba","m29f3","INA-Rxiv"
"2019-05-31 18:18:34.233567+00","World Trade and Investment Law in a Time of Crisis: Distribution, Development and Social Protection","caguh","LawArXiv"
"2019-05-31 19:01:21.918428+00","Death by Numbers: Why Evolving Standards Compel Extending Roper’s Categorical Ban Against Executing Juveniles From 18 to 21","wqtfj","LawArXiv"
"2019-05-18 03:39:41.986806+00","Interval Sieve Algorithm - Creating a Countable Set of Real Numbers from a Closed Interval","zw3hq","Open Science Framework"
"2019-05-31 23:36:36.244315+00","Hak Kekayaan Intelektual (HKI)-Hak Cipta Buku Komitmen Kerja","a8ewc","INA-Rxiv"
"2019-05-31 22:28:37.396973+00","Flaws in Spectral Ripple Stimuli for Listeners with Cochlear Implants","cbwgh","PsyArXiv"
"2019-05-31 19:56:19.299578+00","Cognitive skills and decision-making are related to distinct facets of trait mindfulness","v8pdz","PsyArXiv"
"2019-05-31 18:53:41.313296+00","Global Information for Multidimensional Tests","ugd6r","PsyArXiv"
"2019-05-31 17:17:38.721843+00","Spatial cognitive implications of teleporting through virtual environments","cx9vt","PsyArXiv"
"2019-05-31 14:52:24.521595+00","Contributions of declarative and procedural memory to accuracy and automatization during L2 practice","wbhrp","PsyArXiv"
"2019-05-31 14:04:45.528833+00","Client Feedback and Outcome in Couples Counseling","3utvb","PsyArXiv"
"2019-05-31 13:49:20.653983+00","Client Feedback and Outcome in Individual Psychotherapy","7fgbn","PsyArXiv"
"2019-05-30 08:43:20.799669+00","MILLENIAL INDONESIA: Diskursus Wacana, Identitas, dan Ruang Publik","zjtqa","Open Science Framework"
"2019-05-31 01:24:29.427002+00","Party Loyalty on the Long Ballot: Is Ticket Splitting More Prevalent in State and Local Elections?","bvgz3","SocArXiv"
"2019-05-31 15:59:11.073632+00","Estimation of the total sub-debris ablation from point-scale ablation data on a debris-covered glacier","hu7na","EarthArXiv"
"2019-05-31 19:46:21.182152+00","The impact of Brexit on Francophone Africa","eudbh","AfricArXiv"
"2019-05-24 13:05:32.21812+00","A Temperature- and Pressure-Sensitive Visco-Plasticity Theory based on Interface Mechanisms for Sedimentary Rocks","g68uw","EarthArXiv"
"2019-05-16 01:44:39.302115+00","Tangent Vectors on Tangent Euclidean Spaces","vpz9x","Open Science Framework"
"2019-05-31 03:17:49.043035+00","هل يمكن للقلق أن يؤدي إلى الخرف؟","xy8r7","Arabixiv"
"2019-05-10 17:27:29.205398+00","Wealth Stratification in the Early School Career in Germany","jbyhz","SocArXiv"
"2019-05-11 20:31:48.787509+00","Helping Friends or Influencing Foes: Electoral and Policy Effects of Campaign Finance Contributions","nphgu","SocArXiv"
"2019-05-11 14:00:02.330096+00","Personal Identity, Self-Projection, and Psychological Essentialism","c4wqg","PsyArXiv"
"2019-05-03 16:57:49.829763+00","Information Leakage in the Response Time‐Based Concealed Information Test","8hq7w","PsyArXiv"
"2019-05-25 04:02:33.471195+00","Exploring the role of identity fusion and group identification in predicting parochialism amongst Indonesian Islamic groups","e8ytr","PsyArXiv"
"2019-05-25 15:17:22.097433+00","Automatic comparison of human music, speech, and bird song suggests uniqueness of human scales","zpv5w","PsyArXiv"
"2019-05-18 14:03:01.645541+00","On the infinity of the Dirac delta function","6t98u","Open Science Framework"
"2019-05-19 18:55:21.845964+00","What is the temperature of time?","5mrhs","Open Science Framework"
"2019-05-19 22:56:05.829634+00","Axioms of space?","kx35m","Open Science Framework"
"2019-05-21 22:19:14.422558+00","Spacetime pouring","zwfb5","Open Science Framework"
"2019-05-25 08:53:25.242002+00","Ordinary matter and dark energy","ersvu","Open Science Framework"
"2019-05-11 11:22:48.42152+00","Mentality and the physical world: All physical events should be inevitable/unavoidable and why you might disagree","98kvr","Open Science Framework"
"2019-05-21 04:37:15.906656+00","Administrasi Kurikulum","p4dtb","INA-Rxiv"
"2019-05-21 03:28:03.254726+00","Administrasi Kurikulum","dgyhp","Open Science Framework"
"2019-05-22 09:15:59.113615+00","artikel hubungan sekolah dengan masyarakat","jgdb9","INA-Rxiv"
"2019-05-21 04:39:53.171598+00","A Brief Overview of Singapore Mathematics Syllabus","kgndx","LIS Scholarship Archive"
"2019-05-24 08:35:28.252922+00","Konsep Dasar dan Proses Administrasi Pendidikan","f4e96","INA-Rxiv"
